name;grep-runtime;grep-result;re-runtime;re-result;pcre2-runtime;pcre2-result;rsaregex-runtime;rsaregex-result;rsaregex-matchtime;notrackrsa-runtime;notrackrsa-result;notrackrsa-matchtime;js-runtime;java-runtime;net-runtime;rsacpp-runtime;rsacpp-result;rsacpp-matchtime
396;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
397;0.01;False;0.01;False;0.0;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
398;0.02;False;0.0;False;0.01;False;0.03;False;6.298400000000204e-05;0.09;False;9.194799999999448e-05;ERR;ERR;ERR;ERR;ERR;ERR
399;ERR;ERR;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
400;0.0;False;0.88;False;2.1;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
401;0.01;False;TO;TO;ERR;ERR;0.42;False;0.08832579700000004;3.36;False;0.20726528500000008;ERR;ERR;ERR;ERR;ERR;ERR
402;ERR;ERR;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
403;0.02;False;1.47;False;0.01;False;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
404;0.01;True;0.01;False;0.0;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
405;0.0;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
406;ERR;ERR;0.01;False;ERR;ERR;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
407;ERR;ERR;2.81;False;0.01;False;2.04;False;0.21719672200000018;11.67;False;0.3111039059999996;ERR;ERR;ERR;ERR;ERR;ERR
408;0.32;True;0.01;True;0.01;True;1.48;True;0.37807310800000005;1.27;True;0.5783674809999999;ERR;ERR;ERR;ERR;ERR;ERR
409;0.0;False;0.07;False;0.09;False;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
410;ERR;ERR;0.42;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
411;TO;TO;0.0;True;0.0;True;0.75;True;0.19276848599999996;4.89;True;1.4211895769999998;ERR;ERR;ERR;ERR;ERR;ERR
412;0.01;False;0.0;False;0.01;False;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
413;0.01;False;3.34;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
414;0.01;False;0.02;False;0.01;False;72.98;False;0.27209343199999125;23.76;False;0.3834455709999993;ERR;ERR;ERR;ERR;ERR;ERR
415;0.01;False;0.01;False;0.01;False;0.08;False;7.271999999999834e-05;0.09;False;6.83130000000004e-05;ERR;ERR;ERR;ERR;ERR;ERR
416;0.02;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
417;ERR;ERR;0.01;False;0.0;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
418;0.01;False;0.01;True;0.0;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
419;45.79;True;0.0;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
420;0.01;False;0.0;False;0.0;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
421;0.01;False;0.11;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
422;0.01;False;0.44;False;0.09;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
423;0.02;False;0.01;False;0.01;False;1.84;False;0.2178155610000001;37.46;False;0.20311293199999625;ERR;ERR;ERR;ERR;ERR;ERR
424;0.01;False;0.01;False;0.0;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
425;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
426;0.01;False;2.21;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
427;0.01;False;0.01;True;0.01;True;20.19;True;0.2931873540000005;27.38;True;0.4704186589999999;ERR;ERR;ERR;ERR;ERR;ERR
428;0.0;False;0.01;True;0.01;True;0.21;True;0.14183876;0.25;True;0.21011210799999996;ERR;ERR;ERR;ERR;ERR;ERR
429;19.21;True;0.0;True;0.01;True;0.09;True;0.058746417999999995;0.08;True;0.05309782;ERR;ERR;ERR;ERR;ERR;ERR
430;ERR;ERR;0.01;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
431;0.01;False;38.47;False;51.54;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
432;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
433;0.01;False;0.86;False;0.01;False;7.39;False;0.07237370300000023;1.45;False;0.1657343469999999;ERR;ERR;ERR;ERR;ERR;ERR
434;0.01;False;TO;TO;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
435;0.01;False;0.0;False;0.01;False;10.3;False;0.10779653200000006;14.46;False;0.09477650900000079;ERR;ERR;ERR;ERR;ERR;ERR
436;88.82;False;2.18;False;4.02;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
437;0.01;False;0.01;True;0.01;True;46.63;True;0.7297815430000014;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
438;0.01;False;0.03;False;0.01;False;TO;TO;TO;46.05;False;0.15710057799999788;ERR;ERR;ERR;ERR;ERR;ERR
439;0.01;False;0.09;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
440;ERR;ERR;0.01;False;0.0;False;2.77;False;0.13944600799999973;16.59;False;0.19566770700000014;ERR;ERR;ERR;ERR;ERR;ERR
441;0.01;False;0.01;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
442;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
443;ERR;ERR;0.09;False;1.16;False;TO;TO;TO;15.51;False;0.5163146980000004;ERR;ERR;ERR;ERR;ERR;ERR
444;TO;TO;58.03;True;0.73;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
445;0.2;True;0.01;True;0.01;True;0.87;True;0.776750722;26.97;True;3.5416991709999976;ERR;ERR;ERR;ERR;ERR;ERR
446;0.0;False;51.51;False;58.31;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
447;0.01;False;0.01;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
448;ERR;ERR;0.01;True;0.01;True;0.29;True;0.0005881030000000065;0.08;True;0.00073345100000001;ERR;ERR;ERR;ERR;ERR;ERR
449;0.0;False;0.0;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
450;TO;TO;0.01;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
451;ERR;ERR;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
452;0.0;False;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
453;0.02;True;0.01;False;0.0;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
454;ERR;ERR;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
455;0.0;False;0.0;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
456;TO;TO;0.38;False;0.53;False;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
457;0.01;False;0.01;False;0.0;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
458;0.0;False;7.65;False;31.21;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
459;0.68;False;0.01;False;0.01;False;0.85;False;0.13328198599999996;0.87;False;0.15475716000000006;ERR;ERR;ERR;ERR;ERR;ERR
460;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
461;0.01;False;0.01;False;0.01;False;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
462;0.04;True;0.0;True;0.01;True;0.19;True;0.096133447;0.38;True;0.254474326;ERR;ERR;ERR;ERR;ERR;ERR
463;0.0;False;0.01;False;0.01;False;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
464;0.01;False;1.11;True;2.24;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
465;0.01;False;0.02;False;0.02;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
466;0.0;False;TO;TO;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
467;0.01;False;0.13;False;0.08;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
468;0.02;False;0.15;False;0.03;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
469;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
470;0.0;False;0.01;False;0.01;False;0.06;False;3.121700000000005e-05;0.07;False;3.070600000000534e-05;ERR;ERR;ERR;ERR;ERR;ERR
471;0.01;False;0.01;False;0.01;False;0.24;False;0.143176859;0.34;False;0.12344733500000002;ERR;ERR;ERR;ERR;ERR;ERR
472;0.02;False;0.88;False;0.01;False;2.94;False;0.11745730399999976;84.55;False;0.4353023190000016;ERR;ERR;ERR;ERR;ERR;ERR
473;0.0;False;TO;TO;0.01;False;2.95;False;0.20690057799999995;3.58;False;0.574374325;ERR;ERR;ERR;ERR;ERR;ERR
474;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
475;ERR;ERR;0.0;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
476;0.01;False;0.01;True;0.01;True;10.28;True;0.3822142320000008;14.77;True;0.7136614249999997;ERR;ERR;ERR;ERR;ERR;ERR
477;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
478;0.01;False;0.01;False;0.01;False;3.02;False;0.35988525800000026;1.69;False;0.3179397169999998;ERR;ERR;ERR;ERR;ERR;ERR
479;0.02;False;0.01;True;0.0;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
480;0.02;False;2.34;False;0.0;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
481;0.01;False;0.36;False;0.02;False;1.45;False;0.0848331149999999;3.08;False;0.13736199999999998;ERR;ERR;ERR;ERR;ERR;ERR
482;0.02;False;0.01;True;0.0;True;0.25;True;0.208549483;0.28;True;0.199484807;ERR;ERR;ERR;ERR;ERR;ERR
483;TO;TO;58.08;True;0.44;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
484;ERR;ERR;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
485;ERR;ERR;0.0;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
486;0.01;True;0.62;False;0.77;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
487;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
488;0.01;False;0.01;False;0.01;False;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
489;0.1;True;0.01;True;0.01;True;0.21;True;0.138540098;0.24;True;0.19768512499999996;ERR;ERR;ERR;ERR;ERR;ERR
490;0.02;False;7.35;False;7.99;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
491;0.01;False;0.98;False;1.3;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
492;2.11;False;TO;TO;4.7;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
493;0.01;False;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
494;0.97;True;17.29;True;0.15;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
495;0.0;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
496;0.01;False;1.38;False;0.01;False;0.31;False;0.05877343900000001;0.72;False;0.10954049099999996;ERR;ERR;ERR;ERR;ERR;ERR
497;0.0;False;0.0;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
498;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
499;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
500;0.01;False;0.45;False;0.01;False;1.25;False;0.076892234;0.64;False;0.19101901;ERR;ERR;ERR;ERR;ERR;ERR
501;0.01;False;2.25;False;0.01;False;4.84;False;0.4034768289999997;15.83;False;1.2137503589999987;ERR;ERR;ERR;ERR;ERR;ERR
502;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
503;0.01;False;0.01;True;0.01;True;37.73;True;0.35377416499999725;76.39;True;0.6245791929999882;ERR;ERR;ERR;ERR;ERR;ERR
504;0.01;False;TO;TO;0.01;False;22.07;False;0.10371290299999814;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
505;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
506;ERR;ERR;0.0;False;0.01;False;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
507;0.01;False;0.01;False;0.0;False;0.25;False;0.00012566899999999492;0.44;False;0.00012610899999998537;ERR;ERR;ERR;ERR;ERR;ERR
508;TO;TO;0.68;False;1.51;False;0.23;False;0.191623237;0.27;False;0.22989265799999997;ERR;ERR;ERR;ERR;ERR;ERR
509;ERR;ERR;0.01;False;0.01;False;10.99;False;0.00012966500000111125;0.78;False;0.00010141200000002293;ERR;ERR;ERR;ERR;ERR;ERR
510;0.0;False;1.55;True;2.28;True;20.46;True;0.34223189000000076;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
511;0.01;False;0.01;False;0.01;False;0.65;False;0.00028768200000006683;10.92;False;0.00031841800000087517;ERR;ERR;ERR;ERR;ERR;ERR
512;0.02;False;1.15;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
513;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
514;0.01;False;59.22;False;81.07;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
515;0.01;False;1.25;False;2.07;False;5.92;False;0.21756895099999962;8.42;False;0.2867463560000001;ERR;ERR;ERR;ERR;ERR;ERR
516;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
517;0.01;False;0.0;True;0.01;True;5.6;True;0.29051574400000035;9.01;True;0.5538586510000005;ERR;ERR;ERR;ERR;ERR;ERR
518;0.01;False;TO;TO;3.59;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
519;0.02;False;0.0;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
